Tokenizing,Stemming
"['perbaiki', 'dan', 'tingkatkan', 'lg', 'pelayananya', 'trims', 'sdh', 'membantu', 'limit', 'ada', 'tp', 'transaksi', 'beli', 'pulsa', 'aja', 'gbs', 'buat', 'apa', 'dikasih', 'limit', 'tp', 'gbs', 'dipake', 'udh', 'berusaha', 'dilunasin', 'mlh', 'gbs', 'buat', 'transaksi', 'sama', 'sekali', 'gmn', 'mau', 'naik', 'kredit', 'point', 'kredit', 'skor', 'klo', 'dipake', 'aja', 'gk', 'ada', 'yg', 'bisa', 'fiturnya']",baik dan tingkat lg pelayananya trims sdh bantu limit ada tp transaksi beli pulsa aja gbs buat apa kasih limit tp gbs dipake udh usaha dilunasin mlh gbs buat transaksi sama sekali gmn mau naik kredit point kredit skor klo dipake aja gk ada yg bisa fiturnya
[],
"['bagus', 'acc', 'cepat', 'sama', 'penagihan', 'kalo', 'emang', 'jatuh', 'tempo', 'aja', 'ga', 'kayak', 'aplikasi', 'sebelah', 'masih', 'ada', 'waktu', 'hari', 'lagi', 'udah', 'ribut', 'nelpon', 'terus']",bagus acc cepat sama tagih kalo emang jatuh tempo aja ga kayak aplikasi belah masih ada waktu hari lagi udah ribut nelpon terus
"['di', 'bedain', 'lah', 'pembayaran', 'buat', 'belanja', 'sama', 'buat', 'paylater', 'nya', 'ini', 'mau', 'langsung', 'lunasin', 'paylater', 'nya', 'malah', 'disuruh', 'ikutin', 'urutan', 'semua', 'pembayaran', 'trmasuk', 'pembayaran', 'yg', 'buat', 'belanja', 'klo', 'dulu', 'kan', 'di', 'bedain', 'dan', 'bisa', 'langsung', 'lunasin', 'paylater', 'nya', 'gak', 'pake', 'ikut', 'an', 'urutan', 'segala']",di bedain lah bayar buat belanja sama buat paylater nya ini mau langsung lunasin paylater nya malah suruh ikutin urut semua bayar trmasuk bayar yg buat belanja klo dulu kan di bedain dan bisa langsung lunasin paylater nya gak pake ikut an urut segala
"['aplikasi', 'sangat', 'dan', 'sangat', 'buruk', 'jelek', 'pinjaman', 'pertama', 'acc', 'ke', 'dua', 'acc', 'ke', 'tiga', 'tidak', 'di', 'acc', 'padahal', 'sebelum', 'jatuh', 'tempo', 'pinjaman', 'ke', 'dua', 'sudah', 'di', 'lunasin', 'pelayanan', 'yang', 'sangat', 'jelek']",aplikasi sangat dan sangat buruk jelek pinjam pertama acc ke dua acc ke tiga tidak di acc padahal belum jatuh tempo pinjam ke dua sudah di lunasin layan yang sangat jelek
"['sangat', 'tidak', 'fair', 'saya', 'telat', 'cuma', 'hari', 'lngsung', 'di', 'blokir', 'pdahal', 'saya', 'langsung', 'lunasi', 'cicilan', 'bulan', 'depan', 'nya', 'tanpa', 'alasan', 'tidak', 'bisa', 'menilai', 'kriteria', 'kreditur']",sangat tidak fair saya telat cuma hari lngsung di blokir pdahal saya langsung lunas cicil bulan depan nya tanpa alas tidak bisa nilai kriteria kreditur
"['mannttab', 'bener']",mannttab bener
"['transaksi', 'di', 'tolak', 'itu', 'yg', 'sering', 'terjadi', 'akhir', 'ini', 'padahal', 'bayar', 'tidak', 'pernah', 'telat', 'bahkan', 'selalu', 'dapat', 'point', 'pembayaran', 'di', 'awal', 'tetapi', 'tidak', 'bisa', 'transaksi', 'apa', 'yg', 'terjadi', 'dgn', 'kredivo', 'padahal', 'dlu', 'sangat', 'membantu', 'untuk', 'usaha', 'saya', 'itu', 'dulu', 'ya']",transaksi di tolak itu yg sering jadi akhir ini padahal bayar tidak pernah telat bahkan selalu dapat point bayar di awal tetapi tidak bisa transaksi apa yg jadi dgn kredivo padahal dlu sangat bantu untuk usaha saya itu dulu ya
"['aplikasi', 'semakin', 'tidak', 'jelas', 'jaringan', 'kurang', 'bagus', 'padahal', 'buat', 'buka', 'aplikasi', 'lain', 'bisa', 'di', 'unistal', 'dulu', 'terus', 'instal', 'lagi', 'baru', 'bisa']",aplikasi makin tidak jelas jaring kurang bagus padahal buat buka aplikasi lain bisa di unistal dulu terus instal lagi baru bisa
['bintang'],bintang
"['sangat', 'membantu', 'kami', 'yg', 'membutuhkan', 'dan', 'prosesnya', 'juga', 'cepat', 'dan', 'langsung', 'di', 'cairkan', 'dengan', 'cepat', 'tidak', 'ada', 'masalah', 'dalam', 'pelunasan', 'maka', 'limit', 'bertambah', 'trimakasih', 'kredivo']",sangat bantu kami yg butuh dan proses juga cepat dan langsung di cair dengan cepat tidak ada masalah dalam lunas maka limit tambah trimakasih kredivo
"['top', 'bgt', 'pokok', 'nya', 'tp', 'kadang', 'suka', 'heran', 'pembayaran', 'lancar', 'tanpa', 'telat', 'eh', 'kredit', 'scor', 'menurun', 'jadi', 'untuk', 'paylatter', 'nya', 'boleh', 'gak', 'sih', 'saran', 'jangan', 'nunggu', 'tahun', 'angsuran', 'lunas', 'br', 'muncul', 'lagi', 'plg', 'gak', 'bln', 'atau', 'bln', 'angsuran', 'limit', 'kembali', 'biar', 'muter', 'nya', 'enak']",top bgt pokok nya tp kadang suka heran bayar lancar tanpa telat eh kredit scor turun jadi untuk paylatter nya boleh gak sih saran jangan nunggu tahun angsur lunas br muncul lagi plg gak bln atau bln angsur limit kembali biar muter nya enak
"['baik', 'saya', 'akan', 'jaga', 'pembayaran', 'dan', 'selalu', 'tepat', 'waktu', 'pada', 'akun', 'kredivo', 'saya', 'kemudian', 'akan', 'saya', 'lihat', 'juga', 'untuk', 'dari', 'tim', 'analis', 'kredivo', 'apakah', 'akan', 'ada', 'pertimbangan', 'perubahan', 'tingkatan', 'skor', 'kredit', 'saya', 'dari', 'ke', 'hingga', 'atau', 'tambah', 'turun', 'ke', 'hingga', 'kol', 'buruk', 'termasuk', 'kredit', 'macet', 'akan', 'naik', 'atau', 'tetap', 'bertahan', 'atau', 'juga', 'malah', 'turun', 'nantinya', 'dalam', 'beberapa', 'hari', 'beberapa', 'minggu', 'hingga', 'bulan', 'kedepan', 'terimaksih']",baik saya akan jaga bayar dan selalu tepat waktu pada akun kredivo saya kemudian akan saya lihat juga untuk dari tim analis kredivo apakah akan ada timbang ubah tingkat skor kredit saya dari ke hingga atau tambah turun ke hingga kol buruk masuk kredit macet akan naik atau tetap tahan atau juga malah turun nanti dalam beberapa hari beberapa minggu hingga bulan depan terimaksih
"['ga', 'jadi', 'kasih', 'bintang', 'saya', 'di', 'minta', 'mengembalikan', 'uang', 'yang', 'saya', 'terima', 'dengan', 'alasan', 'sistem', 'lagi', 'eror', 'kalau', 'ga', 'bisa', 'kembalikan', 'uangnya', 'saya', 'harus', 'pembaruan', 'data', 'melalui', 'pinjol', 'lain', 'easycash', 'aneh', 'dan', 'sangat', 'mencurigakan']",ga jadi kasih bintang saya di minta kembali uang yang saya terima dengan alas sistem lagi eror kalau ga bisa kembali uang saya harus baru data lalu pinjol lain easycash aneh dan sangat curiga
"['aplikasi', 'kon']",aplikasi kon
"['kredivo', 'is', 'the', 'best', 'mudah', 'dan', 'cepat', 'proses', 'pinjamannya', 'tapi', 'kenapa', 'limitnya', 'tidak', 'sesuai', 'kebutuhan', 'saya', 'untuk', 'biaya', 'pendidikan', 'kan', 'saya', 'mesti', 'cari', 'dana', 'lagi', 'seperti', 'itu', 'deh', 'soalnya', 'darurat', 'kebutuhan', 'pendidikannya', 'atas', 'perhatiannya', 'terimakasih']",kredivo is the best mudah dan cepat proses pinjam tapi kenapa limit tidak sesuai butuh saya untuk biaya didik kan saya mesti cari dana lagi seperti itu deh soal darurat butuh didik atas perhati terimakasih
"['transaksi', 'saya', 'pinjaman', 'tidak', 'dikirim', 'kirim', 'sudah', 'jam', 'lebih', 'gimana', 'saya', 'mau', 'make', 'uang', 'gak', 'dikiirim', 'udh', 'keluar', 'tagihan', 'aplikasi', 'apa', 'ini', 'gak', 'tak', 'bayar', 'gak', 'orng', 'dpt', 'kiriman', 'pinjeman', 'aja', 'engga']",transaksi saya pinjam tidak kirim kirim sudah jam lebih gimana saya mau make uang gak dikiirim udh keluar tagih aplikasi apa ini gak tak bayar gak orng dpt kirim pinjeman aja engga
"['subhanallah', 'karena', 'tepat', 'waktu', 'dlm', 'pembayaran', 'yg', 'kesekian', 'kalinya', 'alhamdulillah', 'naik', 'terus', 'platform', 'untuk', 'jumlahnya', 'dan', 'bs', 'terbantukan', 'smoga', 'sukses', 'slalu', 'buat', 'kredivo', 'yg', 'masih', 'ragu', 'jangan', 'khawatir', 'coba', 'lah', 'dan', 'byr', 'tepat', 'waktu', 'kalian', 'semua', 'bs', 'merasakan', 'manfaatnya']",subhanallah karena tepat waktu dlm bayar yg sekian kali alhamdulillah naik terus platform untuk jumlah dan bs bantu smoga sukses slalu buat kredivo yg masih ragu jangan khawatir coba lah dan byr tepat waktu kalian semua bs rasa manfaat
"['gak', 'jelas', 'nih', 'aplikasi', 'saya', 'pemakai', 'lama', 'limit', 'juta', 'lebih', 'tapi', 'saya', 'setiap', 'beli', 'kuota', 'token', 'dan', 'semacam', 'nya', 'gak', 'bisa', 'bisa', 'dengan', 'alasan', 'gak', 'jelas']",gak jelas nih aplikasi saya pakai lama limit juta lebih tapi saya tiap beli kuota token dan macam nya gak bisa bisa dengan alas gak jelas
['baik'],baik
"['sebenernya', 'kredivo', 'sangat', 'membantu', 'tapi', 'syang', 'padahal', 'cicilan', 'sya', 'ngk', 'pernah', 'telat', 'dan', 'selalu', 'lancar', 'tapi', 'knapa', 'setiap', 'pengajuan', 'naik', 'limit', 'selalu', 'gagal', 'terkecuali', 'sya', 'sering', 'telat', 'bayar', 'mohon', 'di', 'tindak', 'lanjutin', 'ya', 'kak', 'trims']",sebenernya kredivo sangat bantu tapi syang padahal cicil sya ngk pernah telat dan selalu lancar tapi knapa tiap aju naik limit selalu gagal kecuali sya sering telat bayar mohon di tindak lanjutin ya kak trims
"['so', 'far', 'soo', 'good', 'membantu', 'dan', 'menolong', 'cepat', 'dan', 'tepat', 'smoga', 'bisa', 'ditingkatkan', 'lagi', 'service', 'dan', 'pelayanannya', 'klo', 'bisa', 'kreditnya', 'diperpanjang', 'bisa', 'bulan', 'ini', 'baru', 'terobosan', 'noted', 'bunganya', 'ga', 'asal']",so far soo good bantu dan tolong cepat dan tepat smoga bisa tingkat lagi service dan layan klo bisa kredit panjang bisa bulan ini baru terobos noted bunga ga asal
"['mohon', 'maaf', 'saya', 'kurangi', 'bintang', 'nya', 'karena', 'saldo', 'masih', 'ada', 'ketika', 'saya', 'butuh', 'beberapa', 'kali', 'saat', 'scanner', 'barcode', 'ga', 'bisa', 'distu', 'tulisan', 'nya', 'tidak', 'sah', 'padahal', 'ada', 'notifikasi', 'ayo', 'gunakan', 'belanja', 'bayar', 'pakai', 'qris', 'pas', 'saya', 'gunakan', 'kaga', 'bisa', 'piye', 'iki']",mohon maaf saya kurang bintang nya karena saldo masih ada ketika saya butuh beberapa kali saat scanner barcode ga bisa distu tulis nya tidak sah padahal ada notifikasi ayo guna belanja bayar pakai qris pas saya guna kaga bisa piye iki
"['sejauh', 'ini', 'saya', 'menggunakan', 'aplikasi', 'ini', 'sudah', 'pengajuan', 'pinjaman', 'respons', 'dan', 'proses', 'nya', 'memang', 'cepat', 'tapi', 'limit', 'pinjaman', 'mah', 'gak', 'naik', 'mau', 'belanja', 'barang', 'juga', 'limit', 'nya', 'terbatas']",jauh ini saya guna aplikasi ini sudah aju pinjam respons dan proses nya memang cepat tapi limit pinjam mah gak naik mau belanja barang juga limit nya batas
"['bohong', 'banyak', 'alasan', 'kredivo', 'untuk', 'teman', 'jangan', 'mau', 'kalau', 'ada', 'yg', 'undang', 'untuk', 'kredivo', 'cuma', 'mengambil', 'data', 'aja', 'mau', 'hapus', 'data', 'gak', 'bisa', 'jadi', 'jangan', 'mau', 'ya', 'buy', 'teman', 'semuanya', 'jangan', 'kemakan', 'iklan', 'itu', 'bohong']",bohong banyak alas kredivo untuk teman jangan mau kalau ada yg undang untuk kredivo cuma ambil data aja mau hapus data gak bisa jadi jangan mau ya buy teman semua jangan makan iklan itu bohong
"['akun', 'premium', 'kredit', 'score', 'level', 'bintang', 'olimpiade', 'voucher', 'banyak', 'ganti', 'nope', 'gk', 'bisa', 'juga', 'minta', 'blokir', 'gk', 'bisa', 'juga', 'bayar', 'gk', 'bisa', 'juga', 'dipake', 'gk', 'bisa', 'juga', 'hadeh', 'bijimana', 'ini', 'sih', 'ternyata', 'bukan', 'gw', 'doang']",akun premium kredit score level bintang olimpiade voucher banyak ganti nope gk bisa juga minta blokir gk bisa juga bayar gk bisa juga dipake gk bisa juga hadeh bijimana ini sih nyata bukan gw doang
"['paket', 'data', 'tri', 'kredivo', 'knp', 'banyak', 'yg', 'ga', 'ada', 'ya', 'gb', 'ga', 'ada', 'beli', 'yg', 'gb', 'jg', 'ga', 'ada', 'lg', 'paket', 'yg', 'laen', 'cman', 'mahal', 'doank', 'tp', 'kuotanya', 'sedikit']",paket data tri kredivo knp banyak yg ga ada ya gb ga ada beli yg gb jg ga ada lg paket yg laen cman mahal doank tp kuota sedikit
"['kredivo', 'aneh', 'belum', 'pernah', 'telat', 'bayar', 'malah', 'sebelum', 'jatuh', 'tempo', 'udah', 'di', 'bayar', 'tapi', 'notif', 'nya', 'tagihanmu', 'telah', 'kewat', 'jatuh', 'tempo', 'pdahal', 'skrng', 'tgl', 'januari', 'jatuh', 'tempo', 'nya', 'tgl', 'febuari', 'masih', 'lama', 'loh', 'aneh', 'trus', 'akun', 'nya', 'di', 'tangguhkan', 'anehh']",kredivo aneh belum pernah telat bayar malah belum jatuh tempo udah di bayar tapi notif nya tagih telah kewat jatuh tempo pdahal skrng tgl januari jatuh tempo nya tgl febuari masih lama loh aneh trus akun nya di tangguh anehh
"['ter', 'the', 'best', 'best', 'best', 'selalu', 'aman', 'pakai', 'kredivo', 'belanja', 'apapun', 'itu', 'lebih', 'mudah', 'sukses', 'terus', 'bunga', 'ringan', 'banget', 'sejauh', 'ini', 'kredivo', 'tetep', 'paling', 'top', 'semoga', 'bisa', 'lebih', 'ringan', 'lagi', 'bunganya']",ter the best best best selalu aman pakai kredivo belanja apa itu lebih mudah sukses terus bunga ringan banget jauh ini kredivo tetep paling top moga bisa lebih ringan lagi bunga
"['kredivo', 'akun', 'yg', 'sangat', 'baik', 'dari', 'akun', 'yg', 'lain', 'nya', 'cuma', 'satu', 'kelemahan', 'akun', 'kredivo', 'klw', 'terlalu', 'cepat', 'atau', 'blm', 'waktu', 'nya', 'jatuh', 'tempo', 'dibayar', 'kita', 'kena', 'scor', 'begitupun', 'sebalik', 'nya', 'harusnya', 'klw', 'kita', 'membayar', 'lebih', 'cepat', 'bukankah', 'itu', 'lebih', 'bagus', 'dan', 'scor', 'kita', 'naik', 'mohon', 'di', 'perhatikan', 'lagi']",kredivo akun yg sangat baik dari akun yg lain nya cuma satu lemah akun kredivo klw terlalu cepat atau blm waktu nya jatuh tempo bayar kita kena scor begitu balik nya harus klw kita bayar lebih cepat bukankah itu lebih bagus dan scor kita naik mohon di perhati lagi
"['susah', 'payah', 'mendaftar', 'balasannya', 'di', 'tolak', 'di', 'suruh', 'mendaftar', 'bulan', 'lagi', 'katanya', 'kredivo', 'bagus', 'setelah', 'mendaftar', 'buat', 'member', 'baru', 'langsung', 'di', 'acc', 'lha', 'ini', 'saya', 'member', 'baru', 'di', 'tolak', 'pdhal', 'sudah', 'komplit', 'data', 'saya', 'jwbannya', 'di', 'tolak', 'di', 'suruh', 'bulan', 'lagi', 'mendaftar']",susah payah daftar balas di tolak di suruh daftar bulan lagi kata kredivo bagus telah daftar buat member baru langsung di acc lha ini saya member baru di tolak pdhal sudah komplit data saya jwbannya di tolak di suruh bulan lagi daftar
"['saya', 'sebagai', 'cs', 'selama', 'bertahun', 'tahun', 'sekarang', 'kendala', 'kredivo', 'pengambilan', 'point', 'di', 'kredivo', 'tidak', 'jelas', 'padahal', 'saya', 'pake', 'point', 'dipake', 'setengah', 'pas', 'transaksi', 'point', 'langsung', 'kesedot', 'habis', 'limit', 'kredit', 'masih', 'masih', 'bnyak', 'di', 'atas', 'juta', 'tp', 'tdk', 'bisa', 'digunakan', 'minta', 'kartu', 'card', 'kredit', 'keterangan', 'habis', 'trus', 'padahal', 'dulu', 'pas', 'transaksi', 'enak', 'aja', 'gk', 'ad', 'kendala', 'tolong', 'masukan', 'saya', 'diperbaiki', 'dri', 'pihak', 'aplkasi', 'kredivo']",saya bagai cs lama tahun tahun sekarang kendala kredivo ambil point di kredivo tidak jelas padahal saya pake point dipake tengah pas transaksi point langsung sedot habis limit kredit masih masih bnyak di atas juta tp tdk bisa guna minta kartu card kredit terang habis trus padahal dulu pas transaksi enak aja gk ad kendala tolong masuk saya baik dri pihak aplkasi kredivo
"['limit', 'masih', 'banyak', 'transaksi', 'bln', 'bln', 'bln', 'bln', 'selalu', 'di', 'tolak', 'sudah', 'di', 'coba', 'berkali', 'jawabanya', 'itu', 'terus', 'mau', 'nungu', 'brapa', 'taun', 'kalo', 'alesanya', 'selalu', 'itu']",limit masih banyak transaksi bln bln bln bln selalu di tolak sudah di coba kali jawabanya itu terus mau nungu brapa taun kalo alesanya selalu itu
"['beri', 'bintang', 'satu', 'aja', 'soalnya', 'pinjam', 'susah', 'banget']",beri bintang satu aja soal pinjam susah banget
[],
"['aplikasi', 'parah', 'saya', 'rajin', 'cicil', 'tanpa', 'telat', 'malah', 'akun', 'ku', 'dibekukan', 'kapok', 'auto', 'hapus', 'aplikasi', 'aplikasi', 'menjebak']",aplikasi parah saya rajin cicil tanpa telat malah akun ku beku kapok auto hapus aplikasi aplikasi jebak
"['awalnya', 'bagus', 'pakai', 'kredivo', 'tapi', 'sekarang', 'banyak', 'kendala', 'transaksi', 'gagal', 'dengan', 'alasan', 'keamanan', 'dan', 'telah', 'melanggar', 'ketentuan', 'kredivo', 'padahal', 'ini', 'akun', 'asli', 'saya', 'dan', 'kredit', 'score', 'pun', 'bagus', 'untuk', 'apa', 'ada', 'limit', 'tapi', 'tidak', 'bisa', 'di', 'pakai', 'cs', 'hanya', 'memberikan', 'jawaban', 'sesuai', 'template', 'yang', 'ada', 'ga', 'ada', 'penjelasan', 'detail', 'nya', 'perbaiki', 'layanan', 'nya', 'no', 'solusi', 'terima', 'kasih']",awal bagus pakai kredivo tapi sekarang banyak kendala transaksi gagal dengan alas aman dan telah langgar tentu kredivo padahal ini akun asli saya dan kredit score pun bagus untuk apa ada limit tapi tidak bisa di pakai cs hanya beri jawab sesuai template yang ada ga ada jelas detail nya baik layan nya no solusi terima kasih
"['sy', 'sdh', 'melakukan', 'pinjaman', 'berbulan', 'di', 'kredivo', 'ini', 'tp', 'kalian', 'mau', 'tau', 'limit', 'yg', 'di', 'kasi', 'ke', 'sy', 'tiap', 'bln', 'hanya', 'rb', 'sy', 'tiap', 'bln', 'melakukan', 'pinjaman', 'dan', 'pembayaran', 'tepat', 'waktu', 'tp', 'limit', 'tdk', 'pernah', 'bertambah', 'ini', 'aplikasi', 'pinjaman', 'macam', 'apa', 'akulaku', 'saja', 'sdh', 'memberi', 'sy', 'pinjaman', 'jt', 'perbln', 'dan', 'jt', 'payleter', 'kalau', 'pelunasan', 'berikut', 'nya', 'limit', 'sy', 'tdk', 'bertambah', 'sy', 'hapus', 'akun', 'miskin', 'limit', 'kredivo']",sy sdh laku pinjam bulan di kredivo ini tp kalian mau tau limit yg di kasi ke sy tiap bln hanya rb sy tiap bln laku pinjam dan bayar tepat waktu tp limit tdk pernah tambah ini aplikasi pinjam macam apa akulaku saja sdh beri sy pinjam jt perbln dan jt payleter kalau lunas ikut nya limit sy tdk tambah sy hapus akun miskin limit kredivo
"['aplikasinya', 'sangat', 'membantu', 'sekali', 'buat', 'saya', 'selama', 'ini', 'namun', 'ada', 'kendala', 'setiap', 'transaksi', 'sudah', 'bulan', 'ini', 'selalu', 'ditolak', 'dgn', 'alasan', 'keamanan', 'akun', 'padahal', 'saya', 'sudah', 'lunas', 'tagihan', 'selama', 'ini', 'mohon', 'solusinya', 'kredivo', 'dan', 'semoga', 'kedepannya', 'kredivo', 'sellalu', 'amnah']",aplikasi sangat bantu sekali buat saya lama ini namun ada kendala tiap transaksi sudah bulan ini selalu tolak dgn alas aman akun padahal saya sudah lunas tagih lama ini mohon solusi kredivo dan moga depan kredivo sellalu amnah
"['dear', 'suppot', 'kredivo', 'udah', 'bulan', 'lebih', 'akun', 'kredivo', 'sy', 'tidak', 'bisa', 'untuk', 'transaksi', 'dengan', 'alasan', 'demi', 'keamana', 'akun', 'anda', 'padahal', 'sy', 'selalu', 'tepat', 'waktu', 'bayar', 'tagihan', 'hanya', 'telat', 'sekali', 'manusiawi', 'kan', 'tapi', 'seakan', 'sdh', 'tiada', 'maaf', 'untuk', 'mu', 'ya', 'sdh', 'sy', 'hanya', 'bisa', 'menunggu', 'sampai', 'bisa', 'di', 'aktifkan', 'kembali']",dear suppot kredivo udah bulan lebih akun kredivo sy tidak bisa untuk transaksi dengan alas demi keamana akun anda padahal sy selalu tepat waktu bayar tagih hanya telat sekali manusiawi kan tapi akan sdh tiada maaf untuk mu ya sdh sy hanya bisa tunggu sampai bisa di aktif kembali
"['sudah', 'lama', 'download', 'aplikasi', 'kredivo', 'ini', 'tapi', 'baru', 'ini', 'ngajuin', 'pinjam', 'tunai', 'proses', 'cepat', 'banget', 'klo', 'bisa', 'biaya', 'admin', 'nya', 'jgn', 'rb', 'ya', 'tapi', 'tetap', 'bintang', 'karena', 'tanpa', 'ribet', 'semoga', 'cicilan', 'ku', 'lancar', 'tanpa', 'kendala', 'aamiin', 'sukses', 'selalu', 'kredivo']",sudah lama download aplikasi kredivo ini tapi baru ini ngajuin pinjam tunai proses cepat banget klo bisa biaya admin nya jgn rb ya tapi tetap bintang karena tanpa ribet moga cicil ku lancar tanpa kendala aamiin sukses selalu kredivo
"['cukup', 'membantu']",cukup bantu
"['mantap', 'kredipo', 'sangat', 'baik', 'ramah', 'dan', 'cepat', 'cair', 'juga', 'sangat', 'simpel', 'dan', 'ga', 'ribet', 'poko', 'nya', 'sangat', 'baik', 'ramah', 'juga', 'dan', 'baik', 'mantap', 'dan', 'cepat', 'pokonya', 'mantep', 'plexibel', 'mantap', 'sangat', 'ramah', 'baik', 'juga', 'proses', 'cepat', 'dana', 'cepat', 'cair', 'pko', 'nya', 'ngga', 'nyesal', 'dah', 'low', 'download', 'sangat', 'di', 'perlukan', 'untuk', 'lagi', 'butuh', 'dana']",mantap kredipo sangat baik ramah dan cepat cair juga sangat simpel dan ga ribet poko nya sangat baik ramah juga dan baik mantap dan cepat poko mantep plexibel mantap sangat ramah baik juga proses cepat dana cepat cair pko nya ngga nyesal dah low download sangat di perlu untuk lagi butuh dana
"['menurut', 'saya', 'mudah', 'untuk', 'menggunakan', 'dan', 'buat', 'kalangan', 'anak', 'muda', 'sekarang', 'bisa', 'membantu', 'keuangan', 'jika', 'ke', 'pepet', 'top', 'banget', 'kredivo', 'mudah', 'mengaktifkan', 'nya', 'dan', 'di', 'kasih', 'limited', 'memuaskan']",turut saya mudah untuk guna dan buat kalang anak muda sekarang bisa bantu uang jika ke pepet top banget kredivo mudah aktif nya dan di kasih limited muas
"['nomor', 'va', 'pembayaran', 'ternyata', 'salah', 'padahal', 'di', 'copy', 'dari', 'aplikasi', 'akhirnya', 'bayar', 'dan', 'masuk', 'ke', 'tagihan', 'orang', 'lain', 'dibayar', 'kedua', 'kalinya', 'dana', 'sebelumnya', 'tidak', 'bisa', 'dikembalikan', 'sama', 'hak', 'konsumen', 'bgitu', 'juga', 'hak', 'kredivo', 'ketika', 'ada', 'kesalahan', 'sulit', 'komunikasi', 'bgitu', 'penagihan', 'cepat', 'komunikasi']",nomor va bayar nyata salah padahal di copy dari aplikasi akhir bayar dan masuk ke tagih orang lain bayar dua kali dana belum tidak bisa kembali sama hak konsumen bgitu juga hak kredivo ketika ada salah sulit komunikasi bgitu tagih cepat komunikasi
