Tokenizing,Stemming
"['tes', 'apa', 'iya', 'sesuai', 'iklan', 'di', 'tiktok', 'mudah', 'daftar', 'dan', 'pinjamanya', 'ehh', 'nyatanya', 'di', 'tolak', 'padahal', 'ngga', 'pernah', 'ada', 'utang', 'di', 'apk', 'ini', 'berarti', 'iklan', 'aja', 'yg', 'mudah', 'dan', 'praktis']",tes apa iya sesuai iklan di tiktok mudah daftar dan pinjamanya ehh nyata di tolak padahal ngga pernah ada utang di apk ini arti iklan aja yg mudah dan praktis
"['tidak', 'bisa', 'di', 'gunakan', 'setiap', 'ingin', 'melakuakan', 'transaksi', 'selalu', 'di', 'tolak', 'dgn', 'alasan', 'keamanan', 'makin', 'ksini', 'makin', 'ribet', 'percuma', 'install', 'dan', 'ada', 'limit', 'saldo', 'nya', 'tapi', 'selalu', 'di', 'tolak', 'dgn', 'alasan', 'kemanan']",tidak bisa di guna tiap ingin melakuakan transaksi selalu di tolak dgn alas aman makin ksini makin ribet percuma install dan ada limit saldo nya tapi selalu di tolak dgn alas keman
"['sumpah', 'kesel', 'banget', 'kak', 'kenapa', 'aku', 'ada', 'limit', 'transaksi', 'tapi', 'pas', 'di', 'pakai', 'limit', 'nya', 'selalu', 'ada', 'notifikasi', 'transaksi', 'tidak', 'sah', 'demi', 'keamanan', 'akun', 'alah', 'capek', 'woi', 'bayar', 'cuma', 'telat', 'hari', 'aja', 'langsung', 'nggak', 'bisa']",sumpah kesel banget kak kenapa aku ada limit transaksi tapi pas di pakai limit nya selalu ada notifikasi transaksi tidak sah demi aman akun alah capek woi bayar cuma telat hari aja langsung nggak bisa
"['saya', 'sudah', 'bayar', 'tagihan', 'tapi', 'tidak', 'dikonfirmasi', 'pihak', 'kredivo', 'nya', 'padahal', 'sudah', 'menghubungkan', 'cs', 'berkali', 'tpi', 'tidak', 'di', 'jawab', 'sangat', 'buruk']",saya sudah bayar tagih tapi tidak konfirmasi pihak kredivo nya padahal sudah hubung cs kali tpi tidak di jawab sangat buruk
['gud'],gud
"['suka', 'sama', 'aplikasi', 'ini', 'mempermudah', 'transaksi', 'tp', 'tolong', 'ya', 'naik', 'kan', 'limit', 'saya', 'segera', 'bisa', 'di', 'upgrade', 'jg', 'nanti', 'saya', 'beri', 'bintang', 'jg', 'sudah', 'bisa', 'di', 'upgrade', 'dan', 'naik', 'limit']",suka sama aplikasi ini mudah transaksi tp tolong ya naik kan limit saya segera bisa di upgrade jg nanti saya beri bintang jg sudah bisa di upgrade dan naik limit
[],
"['saya', 'sudah', 'tahun', 'pake', 'kredivo', 'akun', 'premium', 'udah', 'dapat', 'kartu', 'flexi', 'card', 'tapi', 'cicilan', 'sempet', 'macet', 'beberapa', 'minggu', 'dan', 'tgl', 'saya', 'melunasi', 'semua', 'cicilan', 'bahkan', 'sebelum', 'jatuh', 'tempo', 'bulan', 'kedepan', 'sudah', 'saya', 'lunasi', 'juga', 'dan', 'setelah', 'itu', 'saya', 'ada', 'limit', 'juta', 'tapi', 'pas', 'saya', 'mau', 'transaksi', 'apapun', 'di', 'kredivo', 'kenapa', 'status', 'tidak', 'sah', 'jadi', 'kecewa', 'percuma', 'saya', 'ada', 'limit', 'besar', 'tapi', 'mau', 'isi', 'pulsa', 'rb', 'aja', 'gak', 'bisa', 'coba', 'tolong', 'jelasin', 'anjinglah', 'monyet', 'kredivo', 'skrg']",saya sudah tahun pake kredivo akun premium udah dapat kartu flexi card tapi cicil sempet macet beberapa minggu dan tgl saya lunas semua cicil bahkan belum jatuh tempo bulan depan sudah saya lunas juga dan telah itu saya ada limit juta tapi pas saya mau transaksi apa di kredivo kenapa status tidak sah jadi kecewa percuma saya ada limit besar tapi mau isi pulsa rb aja gak bisa coba tolong jelasin anjing monyet kredivo skrg
['buruk'],buruk
"['udah', 'mau', 'sebulan', 'kredivo', 'tidak', 'bisa', 'dipakai', 'transaksi', 'dengan', 'alasan', 'keaamanan', 'akun', 'setiap', 'nelpon', 'cs', 'jawabannya', 'selalu', 'sama', 'dan', 'tidak', 'pernah', 'ada', 'solusi', 'tolong', 'di', 'perbaiki', 'ya', 'karna', 'saya', 'tidak', 'ada', 'yang', 'telat', 'bayar', 'tapi', 'kenapaa', 'akun', 'saya', 'seperti', 'itu', 'jadinya', 'kecewa', 'sama', 'kredivo']",udah mau bulan kredivo tidak bisa pakai transaksi dengan alas keaamanan akun tiap nelpon cs jawab selalu sama dan tidak pernah ada solusi tolong di baik ya karna saya tidak ada yang telat bayar tapi kenapaa akun saya seperti itu jadi kecewa sama kredivo
['keren'],keren
"['bintang', 'buat', 'kredivo', 'sangat', 'mudah', 'untuk', 'transaksi', 'pembelian', 'token', 'listrik', 'dan', 'lain', 'lain', 'tpi', 'sayangnya', 'untuk', 'sementara', 'ini', 'belum', 'bisa', 'transaksi', 'tarik', 'tunai', 'mudah', 'han', 'kedepannya', 'sudah', 'bisa']",bintang buat kredivo sangat mudah untuk transaksi beli token listrik dan lain lain tpi sayang untuk sementara ini belum bisa transaksi tarik tunai mudah han depan sudah bisa
"['kenapa', 'saya', 'tidak', 'bisa', 'mengajukan', 'pinjaman', 'tenor', 'bulan', 'yah']",kenapa saya tidak bisa aju pinjam tenor bulan yah
"['sudah', 'tahun', 'lebih', 'limit', 'masih']",sudah tahun lebih limit masih
"['tak', 'kasih', 'bintang', 'dulu', 'kalau', 'kurang', 'baik', 'aku', 'kurangin', 'bintangnya']",tak kasih bintang dulu kalau kurang baik aku rangin bintang
"['app', 'berjalan', 'dengan', 'baik', 'tapi', 'buat', 'limitnyaa', 'terlalu', 'sedikitt', 'buat', 'penambahan', 'limitnya', 'terlalu', 'lama', 'udah', 'sering', 'bertransaksi', 'limit', 'cuman', 'di', 'kasih', 'aja', 'wkwk', 'dan', 'aku', 'udah', 'pengguna', 'lebih', 'bln', 'kak', 'dan', 'malah', 'di', 'tambah', 'lagi', 'hari', 'wkwk', 'terpaksa', 'harus', 'nunggu', 'hari', 'lagi', 'setelah', 'menunggu', 'bulan', 'total', 'menunggu', 'bulan']",app jalan dengan baik tapi buat limitnyaa terlalu sedikitt buat tambah limit terlalu lama udah sering transaksi limit cuman di kasih aja wkwk dan aku udah guna lebih bln kak dan malah di tambah lagi hari wkwk paksa harus nunggu hari lagi telah tunggu bulan total tunggu bulan
"['sudah', 'bisa', 'digunakan', 'lagi']",sudah bisa guna lagi
"['kredit', 'limit', 'tinggi', 'tapi', 'percuma', 'nga', 'bisa', 'dipakai', 'pertama', 'pembayaran', 'ontime', 'sebelum', 'waktunya', 'tapi', 'malah', 'dipersulit', 'di', 'bulan', 'berikutnya', 'padahal', 'di', 'telpon', 'anda', 'sudah', 'bisa', 'menggunakan', 'kredivo', 'pas', 'mencoba', 'nga', 'bisa']",kredit limit tinggi tapi percuma nga bisa pakai pertama bayar ontime belum waktu tapi malah sulit di bulan ikut padahal di telpon anda sudah bisa guna kredivo pas coba nga bisa
"['limit', 'ada', 'knp', 'tidak', 'bisa', 'transaksi', 'sudah', 'di', 'kasih', 'jeda', 'waktu', 'tetap', 'tidak', 'bisa']",limit ada knp tidak bisa transaksi sudah di kasih jeda waktu tetap tidak bisa
"['awalnya', 'memang', 'ada', 'keterlambatan', 'pembayaran', 'dan', 'akun', 'ditangguhkan', 'namun', 'sudah', 'diselesaikan', 'semuanya', 'bahkan', 'tidak', 'ada', 'tagihan', 'lagi', 'lalu', 'kenapa', 'tidak', 'bisa', 'digunakan', 'transaksi', 'dengan', 'alasan', 'score', 'tidak', 'memadai', 'dan', 'notif', 'keamanan', 'akun', 'segera', 'dipertimbangkan', 'untuk', 'diralat', 'klu', 'pun', 'berkepanjangan', 'auto', 'uninstall']",awal memang ada lambat bayar dan akun tangguh namun sudah selesai semua bahkan tidak ada tagih lagi lalu kenapa tidak bisa guna transaksi dengan alas score tidak pada dan notif aman akun segera timbang untuk ralat klu pun panjang auto uninstall
"['bikin', 'kecewa', 'saya', 'sudah', 'lama', 'pake', 'kredivo', 'akun', 'sy', 'sudah', 'premium', 'dan', 'pelunasan', 'selalu', 'sy', 'lakukan', 'di', 'awal', 'dan', 'selama', 'transaksi', 'sy', 'tidak', 'pernah', 'telat', 'atau', 'nunggak', 'untuk', 'pembayaran', 'tp', 'akun', 'malah', 'di', 'blokir', 'kan', 'lucu', 'alasan', 'transaksi', 'tidak', 'aman', 'padahal', 'cm', 'beli', 'pulsa', 'rb', 'langsung', 'sy', 'uninstal', 'ni', 'aplikasi', 'customer', 'yg', 'loyal', 'malah', 'diginiin', 'by', 'kredivo']",bikin kecewa saya sudah lama pake kredivo akun sy sudah premium dan lunas selalu sy laku di awal dan lama transaksi sy tidak pernah telat atau nunggak untuk bayar tp akun malah di blokir kan lucu alas transaksi tidak aman padahal cm beli pulsa rb langsung sy uninstal ni aplikasi customer yg loyal malah diginiin by kredivo
"['kenapa', 'setelah', 'update', 'jdi', 'ga', 'bisa', 'kebuka']",kenapa telah update jdi ga bisa buka
"['aplikasi', 'kredivo', 'sangat', 'bagus', 'sangat', 'membantu', 'dan', 'sangat', 'mudah', 'dalam', 'bertransaksi', 'namun', 'di', 'bulan', 'ini', 'saya', 'mengalami', 'kendala', 'untuk', 'saat', 'ini', 'kmu', 'tidak', 'bisa', 'bertransaksi', 'dengan', 'alasan', 'isu', 'keamanan', 'sementara', 'limit', 'masih', 'tersedia', 'kalau', 'bisa', 'diberikan', 'info', 'yang', 'jelas', 'dan', 'detail', 'kenapa', 'tidak', 'bisa', 'melakukan', 'transaksi', 'terimakasih', 'kredivo']",aplikasi kredivo sangat bagus sangat bantu dan sangat mudah dalam transaksi namun di bulan ini saya alami kendala untuk saat ini kmu tidak bisa transaksi dengan alas isu aman sementara limit masih sedia kalau bisa beri info yang jelas dan detail kenapa tidak bisa laku transaksi terimakasih kredivo
"['aplikasi', 'nya', 'sangat', 'membantu', 'sekali', 'buat', 'belanja', 'apa', 'aja', 'gampang', 'beli', 'token', 'listrik', 'murah', 'pinjaman', 'juga', 'bunga', 'rendah', 'semoga', 'kredivo', 'kedepannya', 'bisa', 'upgrade', 'ke', 'premium', 'terutama', 'di', 'tempat', 'saya', 'kalimantan', 'utara', 'terimakasih', 'kasih', 'banyak', 'kredivo', 'sudah', 'mendengar', 'keluhan', 'saya', 'dan', 'terimakasih', 'juga', 'aplikasi', 'saya', 'otomatis', 'di', 'upgrade', 'ke', 'premium']",aplikasi nya sangat bantu sekali buat belanja apa aja gampang beli token listrik murah pinjam juga bunga rendah moga kredivo depan bisa upgrade ke premium utama di tempat saya kalimantan utara terimakasih kasih banyak kredivo sudah dengar keluh saya dan terimakasih juga aplikasi saya otomatis di upgrade ke premium
"['dulu', 'kalau', 'sudah', 'bisa', 'transaksi', 'baru']",dulu kalau sudah bisa transaksi baru
"['sudah', 'sebulan', 'lebih', 'akun', 'saya', 'tidak', 'bisa', 'digunakan', 'dengan', 'alasan', 'keamanan', 'padahal', 'tagiha', 'aja', 'gak', 'ada', 'pembayaran', 'tepat', 'waktu', 'makin', 'kesinii', 'makin', 'jelak', 'nik', 'kredivo', 'gak', 'ada', 'penjelasan', 'yg', 'bener', 'jelas', 'percuma', 'nanya', 'juga', 'gak', 'ada', 'hasilnya', 'taii', 'gak', 'jelas', 'make', 'kredivo', 'udah', 'th', 'masih', 'gini', 'aja']",sudah bulan lebih akun saya tidak bisa guna dengan alas aman padahal tagiha aja gak ada bayar tepat waktu makin kesini makin jelak nik kredivo gak ada jelas yg bener jelas percuma nanya juga gak ada hasil taii gak jelas make kredivo udah th masih gin aja
"['sedih', 'krn', 'score', 'turun', 'gak', 'tau', 'sebabnya', 'apa', 'kudu', 'naikin', 'lagi', 'biar', 'bisa', 'gunakan', 'bbrp', 'fasilitas', 'di', 'kredivo', 'banyak', 'bonus', 'dan', 'voicher', 'menarik', 'yg', 'akhirnya', 'lewat', 'batas']",sedih krn score turun gak tau sebab apa kudu naikin lagi biar bisa guna bbrp fasilitas di kredivo banyak bonus dan voicher tarik yg akhir lewat batas
"['tidak', 'bisa', 'pilih', 'tenor', 'meski', 'ada', 'pilihannya', 'tapi', 'tetep', 'gak', 'bisa', 'baru', 'tau', 'hari', 'ini', 'klo', 'harus', 'ada', 'kasus', 'dikomplain', 'baru', 'diinfo', 'cara', 'kerjanya', 'sporadis', 'bukan', 'menyeluruh']",tidak bisa pilih tenor meski ada pilih tapi tetep gak bisa baru tau hari ini klo harus ada kasus komplain baru info cara kerja sporadis bukan seluruh
"['mohon', 'bisa', 'dikembalikan', 'seperti', 'awalnya', 'pak', 'krena', 'kmarin', 'kami', 'mudah', 'buat', 'kredit', 'di', 'tokopedia', 'tapi', 'sekarang', 'sangat', 'ribet', 'sekali', 'dulu', 'kita', 'bisa', 'menetukan', 'mau', 'kredit', 'berapa', 'bulan', 'tapi', 'skarang', 'knapa', 'ngak', 'bisa', 'ya', 'pak']",mohon bisa kembali seperti awal pak krena kmarin kami mudah buat kredit di tokopedia tapi sekarang sangat ribet sekali dulu kita bisa menetukan mau kredit berapa bulan tapi skarang knapa ngak bisa ya pak
"['proses', 'mudah', 'dan', 'cepat', 'minus', 'nya', 'tempo', 'cicilan', 'nya', 'diatur', 'oleh', 'system', 'dan', 'kita', 'ga', 'bisa', 'pakai', 'dp', 'biar', 'cicilan', 'nya', 'lebih', 'murah', 'saran', 'moga', 'kedepan', 'nya', 'ditambah', 'opsi', 'nya', 'bisa', 'pakai', 'dp', 'ato', 'dp', '%', 'saat', 'belanja', 'online', 'dan', 'pilihan', 'tempo', 'pembayaran', 'dari', 'bln', 'berapa', 'pun', 'nilai', 'belanja', 'nya']",proses mudah dan cepat minus nya tempo cicil nya atur oleh system dan kita ga bisa pakai dp biar cicil nya lebih murah saran moga depan nya tambah opsi nya bisa pakai dp ato dp  saat belanja online dan pilih tempo bayar dari bln berapa pun nilai belanja nya
"['udah', 'ku', 'edit', 'ulasan', 'buruk', 'ku', 'brpa', 'bulan', 'yg', 'lalu', 'dengan', 'ulasan', 'sekarang', 'yang', 'baru', 'trimaksih', 'udah', 'di', 'acc', 'dan', 'sangat', 'membantu', 'sekali', 'stelah', 'skian', 'lama', 'mncoba', 'dan', 'trus', 'mencoba', 'hingga', 'berhasil', 'smoga', 'kedapnnya', 'smakin', 'baik', 'ya', 'aplikasi', 'kredivo', 'nya']",udah ku edit ulas buruk ku brpa bulan yg lalu dengan ulas sekarang yang baru trimaksih udah di acc dan sangat bantu sekali stelah ski lama mncoba dan trus coba hingga hasil smoga kedapnnya smakin baik ya aplikasi kredivo nya
"['ini', 'gimana', 'saya', 'sudah', 'melakukan', 'pembayaran', 'melalui', 'briva', 'tapi', 'tidak', 'masuk', 'aplikasi', 'sudah', 'email', 'hub', 'cs', 'gak', 'di', 'respon', 'respon']",ini gimana saya sudah laku bayar lalu briva tapi tidak masuk aplikasi sudah email hub cs gak di respon respon
"['juelek', 'banget']",juelek banget
"['sangat', 'buruk']",sangat buruk
"['pengen', 'naik', 'limit', 'pembayaran', 'saya', 'lancar']",ken naik limit bayar saya lancar
"['tetap', 'bintang', 'karena', 'dah', 'berkali', 'kali', 'coba', 'transaksi', 'kok', 'ga', 'bisa', 'alasanannya', 'utk', 'sementara', 'tidak', 'bisa', 'melakukan', 'transaksi', 'demi', 'menjaga', 'keamanan', 'akun', 'mksdnya', 'apa', 'pdhal', 'benar', 'benar', 'butuh', 'tapi', 'malah', 'tidak', 'bisa', 'dipake', 'limit', 'yg', 'banyak', 'percuma', 'saja', 'kalau', 'sudah', 'bisa', 'bintang', 'baru', 'ditambahkan', 'tolonglah', 'di', 'perbaiki', 'sistemnya', 'tks']",tetap bintang karena dah kali kali coba transaksi kok ga bisa alasanannya utk sementara tidak bisa laku transaksi demi jaga aman akun mksdnya apa pdhal benar benar butuh tapi malah tidak bisa dipake limit yg banyak percuma saja kalau sudah bisa bintang baru tambah tolong di baik sistem tks
"['selalu', 'memberikan', 'pelayanan', 'yg', 'terbaik', 'buat', 'kita', 'pemakainnya', 'semoga', 'terus', 'menjadi', 'yg', 'terdepan', 'selalu', 'memakai', 'belanja', 'offline', 'dan', 'online', 'serta', 'kemudahan', 'bertranksasi', 'mwmbuat', 'saya', 'sebaga', 'pemakai', 'kredivo', 'menjadi', 'nyaman', 'dan', 'flexibel', 'untuk', 'kebutuhan', 'yang', 'sy', 'perlukan', 'dalam', 'tiap', 'bulan', 'maju', 'terus', 'kredivo', 'semakin', 'fleksibel', 'kredivo', 'dan', 'beda', 'kelas', 'dengan', 'aplikasi', 'lain', 'semcam', 'ini', 'saya', 'mengharapakan', 'menjadi', 'bagian', 'hidup', 'saya', 'untuk', 'kebutuhan', 'saat', 'ini', 'besok', 'dan', 'akan', 'datang', 'ahamdulillah', 'ada', 'limit', 'tambaha']",selalu beri layan yg baik buat kita pemakainnya moga terus jadi yg depan selalu pakai belanja offline dan online serta mudah bertranksasi mwmbuat saya sebaga pakai kredivo jadi nyaman dan flexibel untuk butuh yang sy perlu dalam tiap bulan maju terus kredivo makin fleksibel kredivo dan beda kelas dengan aplikasi lain semcam ini saya mengharapakan jadi bagi hidup saya untuk butuh saat ini besok dan akan datang ahamdulillah ada limit tambaha
"['tidak', 'bisa', 'membedakan', 'mana', 'nasabah', 'bagus', 'dan', 'nasabah', 'bermasalah', 'pembayaran', 'gk', 'prnh', 'telat', 'sdh', 'bayar', 'tepat', 'waktu', 'ttp', 'aja', 'tlp', 'pihak', 'debcolletor', 'sangat', 'mengganggu']",tidak bisa beda mana nasabah bagus dan nasabah masalah bayar gk prnh telat sdh bayar tepat waktu ttp aja tlp pihak debcolletor sangat ganggu
['membantu'],bantu
"['aplikasi', 'parah', 'limit', 'tbtb', 'jadi', 'dan', 'pulih', 'lagi', 'padahal', 'kredit', 'skor', 'sangat', 'baik', 'ada', 'keterlambatan', 'bayar', 'ok', 'mending', 'galbay', 'aja', 'semua', 'tagihan', 'yg', 'belum', 'lunas', 'mampus']",aplikasi parah limit tbtb jadi dan pulih lagi padahal kredit skor sangat baik ada lambat bayar ok mending galbay aja semua tagih yg belum lunas mampus
"['pertama', 'kali', 'coba', 'ok', 'makin', 'kesini', 'malah', 'bisa', 'dipake', 'limitnya', 'transaksi', 'tidak', 'disetujui', 'demi', 'keamanan', 'akun', 'padahal', 'menggunakan', 'hp', 'kita', 'sendiri']",pertama kali coba ok makin kesini malah bisa dipake limit transaksi tidak tuju demi aman akun padahal guna hp kita sendiri
"['maaf', 'saya', 'turunin', 'ketika', 'memakai', 'bulan', 'limit', 'bulan', 'terpotong', 'jauh', 'sama', 'saja', 'limit', 'kecil', 'dan', 'tanggal', 'penagihan', 'makin', 'turun', 'tiap', 'bulan', 'nya', 'sama', 'aja', 'itungnya', 'pakai', 'hari']",maaf saya turunin ketika pakai bulan limit bulan potong jauh sama saja limit kecil dan tanggal tagih makin turun tiap bulan nya sama aja itungnya pakai hari
"['udah', 'lumayan', 'lama', 'pake', 'kredivo', 'tetapi', 'kenapa', 'smakin', 'besar', 'dikasi', 'limit', 'smakin', 'susah', 'digunakan', 'padahal', 'lagi', 'butuh', 'tolong', 'dipertimbangkan', 'dong', 'pihak', 'kredivo', 'kita', 'yang', 'lancar', 'bayarnya', 'jangan', 'di', 'persulit', 'pas', 'pengajuan', 'kembali']",udah lumayan lama pake kredivo tetapi kenapa smakin besar kasi limit smakin susah guna padahal lagi butuh tolong timbang dong pihak kredivo kita yang lancar bayar jangan di sulit pas aju kembali
"['sangat', 'bguss']",sangat bguss
"['limit', 'tersedia', 'bayar', 'tidak', 'pernah', 'telat', 'tapi', 'malah', 'gabisa', 'di', 'gunakan', 'limit', 'nya', 'wkwkw', 'gajelas']",limit sedia bayar tidak pernah telat tapi malah gabisa di guna limit nya wkwkw gajelas
"['bagus', 'simple', 'bunga', 'tidak', 'terlalu', 'besar', 'pengajuan', 'mudah', 'asal', 'syarat', 'sesuai', 'dan', 'data', 'yang', 'diberikan', 'sesuai', 'recomended', 'banget']",bagus simple bunga tidak terlalu besar aju mudah asal syarat sesuai dan data yang beri sesuai recomended banget
"['proses', 'cepat']",proses cepat
"['terimakasih', 'kepada', 'aplikasi', 'kredivo', 'yg', 'sangat', 'membantu', 'sekali', 'mudah', 'an', 'semakin', 'sukses', 'ke', 'depan', 'dan', 'berkembang', 'pesat', 'lebih', 'baik', 'melayani', 'para', 'nasabah', 'yg', 'benar', 'membutuhkan', 'sekali', 'lagi', 'terimakasih', 'banyak', 'sukses', 'terus']",terimakasih kepada aplikasi kredivo yg sangat bantu sekali mudah an makin sukses ke depan dan kembang pesat lebih baik layan para nasabah yg benar butuh sekali lagi terimakasih banyak sukses terus
"['pembayaran', 'tidak', 'pernah', 'terlambat', 'sekali', 'pun', 'limit', 'masih', 'ada', 'tpi', 'tidak', 'bisa', 'digunakan', 'samasekali', 'top', 'up', 'pulsa', 'tidak', 'bisa', 'top', 'up', 'dana', 'sama', 'aja', 'dgn', 'alasan', 'keamanan', 'payah']",bayar tidak pernah lambat sekali pun limit masih ada tpi tidak bisa guna samasekali top up pulsa tidak bisa top up dana sama aja dgn alas aman payah
"['pembaruan', 'terus', 'nih', 'kridivo', 'mau', 'bagi', 'bagi', 'thr']",baru terus nih kridivo mau bagi bagi thr
"['barusan', 'saja', 'akun', 'saya', 'telah', 'disalahgunakan', 'oleh', 'pihak', 'lain', 'melalui', 'whatsapp', 'menjanjikan', 'kenaikan', 'limit', 'setelah', 'itu', 'saya', 'disuruh', 'download', 'aplikasi', 'dana', 'untuk', 'memudahkan', 'kenaikan', 'limit', 'katanya', 'dan', 'saya', 'sudah', 'melakukan', 'transfer', 'melalui', 'dana', 'tp', 'tdk', 'kunjung', 'ada', 'respon', 'dan', 'masih', 'belum', 'upgrade', 'ke', 'premium', 'sudah', 'saya', 'coba', 'minta', 'bantuan', 'melalui', 'aplikasi', 'kredivo', 'tp', 'selalu', 'server', 'erorr', 'tolong', 'bantuannya', 'segera', 'diatasi', 'untuk', 'keamanannya', 'perlu', 'ditingkatkan', 'lagi', 'kok', 'bisa', 'akun', 'kredivo', 'saya', 'di', 'retas']",barusan saja akun saya telah disalahgunakan oleh pihak lain lalu whatsapp janji naik limit telah itu saya suruh download aplikasi dana untuk mudah naik limit kata dan saya sudah laku transfer lalu dana tp tdk kunjung ada respon dan masih belum upgrade ke premium sudah saya coba minta bantu lalu aplikasi kredivo tp selalu server erorr tolong bantu segera atas untuk aman perlu tingkat lagi kok bisa akun kredivo saya di retas
"['aplikasi', 'terbaik', 'dan', 'bisa', 'diandalkan', 'udh', 'dri', 'tahun', 'brp', 'pake', 'divo', 'asal', 'kita', 'bayar', 'tepat', 'waktu', 'fasilitas', 'yang', 'kita', 'dpt', 'jg', 'bakalan', 'gampang', 'dikasih', 'sama', 'kredivo', 'thxyou', 'divo', 'semakin', 'tepat', 'waktu', 'bayarnya', 'semakin', 'naik', 'limitnya', 'tanpa', 'mengajukan', 'naik', 'limit', 'lho', 'mksih', 'divo', 'mantap', 'naikin', 'terus', 'limiitku', 'ya', 'divo']",aplikasi baik dan bisa andal udh dri tahun brp pake divo asal kita bayar tepat waktu fasilitas yang kita dpt jg bakal gampang kasih sama kredivo thxyou divo makin tepat waktu bayar makin naik limit tanpa aju naik limit lho mksih divo mantap naikin terus limiitku ya divo
"['sebelum', 'nya', 'enak', 'banget', 'pake', 'kredivo', 'transaksi', 'juga', 'lancar', 'aja', 'tp', 'kredivo', 'sekarang', 'jangan', 'di', 'tanya', 'gx', 'jelas', 'banget', 'transaksi', 'susah', 'score', 'turun', 'gimana', 'mau', 'naikin', 'score', 'sedangkan', 'transaksi', 'aja', 'tidak', 'bisa', 'padahal', 'gx', 'pernah', 'telat', 'bayar', 'sama', 'sekali']",belum nya enak banget pake kredivo transaksi juga lancar aja tp kredivo sekarang jangan di tanya gx jelas banget transaksi susah score turun gimana mau naikin score sedang transaksi aja tidak bisa padahal gx pernah telat bayar sama sekali
"['sangat', 'membantu']",sangat bantu
"['tolong', 'perbaiki', 'system', 'nya', 'yang', 'slalu', 'bauar', 'tepat', 'waktu', 'tolong', 'bantu', 'jangan', 'cuma', 'awal', 'nya', 'yg', 'bantu', 'klau', 'bisa', 'di', 'prioritas', 'kan', 'yg', 'tepat', 'pembayaran', 'nya', 'dan', 'jangan', 'di', 'sia', 'siakan', 'karna', 'itu', 'membantu', 'kalian', 'juga', 'dalam', 'untk', 'menaikan', 'reword', 'aplikasi', 'kalian']",tolong baik system nya yang slalu bauar tepat waktu tolong bantu jangan cuma awal nya yg bantu klau bisa di prioritas kan yg tepat bayar nya dan jangan di sia sia karna itu bantu kalian juga dalam untk naik reword aplikasi kalian
"['maksud', 'hati', 'melunasi', 'semua', 'tagihan', 'agar', 'limiy', 'kembali', 'full', '&', 'bisa', 'ajukan', 'pinjaman', 'lagi', 'ternyata', 'malah', 'dibatasi', '&', 'tidak', 'bisa', 'transaksi', 'pinjaman', 'lagi', 'sdh', 'tanya', 'cs', 'sepertinya', 'yg', 'jawab', 'robot', 'jd', 'utk', 'apa', 'limit', 'jt', 'score', 'tim', 'premiere', 'kalau', 'tdk', 'bs', 'transaksi']",maksud hati lunas semua tagih agar limiy kembali full  bisa aju pinjam lagi nyata malah batas  tidak bisa transaksi pinjam lagi sdh tanya cs seperti yg jawab robot jd utk apa limit jt score tim premiere kalau tdk bs transaksi
"['sangat', 'membantu', 'sekali']",sangat bantu sekali
"['makin', 'kesini', 'kredivo', 'makin', 'jelek', 'limit', 'ada', 'pembayaran', 'lancar', 'tapi', 'ga', 'bisa', 'di', 'gunain', 'dengan', 'alesan', 'keamanan', 'akun', 'bayar', 'aja', 'minta', 'di', 'buru', 'tapi', 'giliran', 'limit', 'udh', 'kembali', 'malah', 'ga', 'bisa', 'di', 'gunain', 'di', 'telfon', 'ke', 'no', 'yg', 'di', 'kasih', 'pun', 'ga', 'ada', 'respon', 'kalo', 'udh', 'lunas', 'tagihan', 'langsung', 'uninstall', 'makin', 'kesini', 'makin', 'parahh', 'jangan', 'di', 'install']",makin kesini kredivo makin jelek limit ada bayar lancar tapi ga bisa di gunain dengan alesan aman akun bayar aja minta di buru tapi gilir limit udh kembali malah ga bisa di gunain di telfon ke no yg di kasih pun ga ada respon kalo udh lunas tagih langsung uninstall makin kesini makin parahh jangan di install
"['untuk', 'aplikasi', 'kredivo', 'knp', 'sering', 'bgt', 'gak', 'bisa', 'dibuka', 'pdhl', 'waktunya', 'saya', 'mau', 'byr', 'tpi', 'selalu', 'koneksi', 'gk', 'stabil', 'gk', 'bisa', 'buka', 'aplikasinya']",untuk aplikasi kredivo knp sering bgt gak bisa buka pdhl waktu saya mau byr tpi selalu koneksi gk stabil gk bisa buka aplikasi
"['akun', 'saya', 'kenapa', 'di', 'blok', 'secara', 'permanen', 'ya', 'padahal', 'saya', 'tepat', 'waktu', 'membayar', 'nya']",akun saya kenapa di blok cara permanen ya padahal saya tepat waktu bayar nya
