content,cleansing
"Banyak trouble nya kredivo, saya transaksi enggak berhasil tapi di penagihan bertambah, di komplain ke CS malah enggak bisa diselesaikan.. Auto pindah ke aplikasi lain kalau kayak gini.. Payah KREDIVO",Banyak trouble nya kredivo  saya transaksi enggak berhasil tapi di penagihan bertambah  di komplain ke CS malah enggak bisa diselesaikan Auto pindah ke aplikasi lain kalau kayak gini Payah KREDIVO
"Apk macam apa ini, mau transaksi muncul notif keamanan transaksi, sementara satu sisi WA terus untuk transaksi, limit masih ready 10 juta, tapi g bisa digunakan, aneh.....",Apk macam apa ini  mau transaksi muncul notif keamanan transaksi  sementara satu sisi WA terus untuk transaksi  limit masih ready juta  tapi bisa digunakan  aneh
Pertama memang enak. Gampang tp telat sehari aja rewelnya minta ampun.. Memang saya telat bayar tp kan tiap bulan jalan terus pembayarannya.. Saya kan berurusan dgn aplikasi tp kok tim lapangan nagih manual apa benar itu.. Saya bayar pake aplikasi tp kok ada sistem talangan.. Gmn ini,Pertama memang enak  Gampang tp telat sehari aja rewelnya minta ampun Memang saya telat bayar tp kan tiap bulan jalan terus pembayarannya Saya kan berurusan dgn aplikasi tp kok tim lapangan nagih manual apa benar itu Saya bayar pake aplikasi tp kok ada sistem talangan Gmn ini
"Aplikasi ini tadinya bagus, setelah lama pakai mulai tidak beres, pinjaman tgl 28, harusnya jatuh tempo tgl 27, tapi ini tgl 26 sudah jatuh tempo. Telat bayar tgl 27 , langsung kena denda 10%, bantuan tidak bisa dihubungi. Kedepannya akan pindah ke yang lain saja, yg lebih nyaman.",Aplikasi ini tadinya bagus  setelah lama pakai mulai tidak beres  pinjaman tgl harusnya jatuh tempo tgl tapi ini tgl sudah jatuh tempo  Telat bayar tgl langsung kena denda  %  bantuan tidak bisa dihubungi  Kedepannya akan pindah ke yang lain saja  yg lebih nyaman
Aplikasi mantap dan sangat membantu sekali.. Terima kasih kredivo... Tpi kenapa limit saldo saya tidak naik naik... Padahal saya membayar tepat waktu,Aplikasi mantap dan sangat membantu sekali Terima kasih kredivo Tpi kenapa limit saldo saya tidak naik naik Padahal saya membayar tepat waktu
"Sudah lama pakai kredivo, pembayaran selalu sebelum jatuh tempo, dan sekarang Limit sudah naik, terimakasih kredivo, hanya belom bs buat cicilan, tempo hanya sebulan saja, bunga kecil.",Sudah lama pakai kredivo  pembayaran selalu sebelum jatuh tempo  dan sekarang Limit sudah naik  terimakasih kredivo  hanya belom bs buat cicilan  tempo hanya sebulan saja  bunga kecil
Kredivo nambah hutang🥰,Kredivo nambah hutang
Akun tidak berguna tidak bisa membantu hapus jja d aplikasi ini,Akun tidak berguna tidak bisa membantu hapus jja aplikasi ini
"Ini kenapa sie ah masa mau transaksi gak di setujuin sie ah udh 7 hari nyoba gak bisa terus padahal limit masih ada 1,1jt malah gak bisa transaksi kok jadi buruk ginie sie aplikasi nya transaksi malah gak bisa masa melanggar ketentuan sie kacau nie solusi nya gmna pihak kredivo",Ini kenapa sie ah masa mau transaksi gak di setujuin sie ah udh hari nyoba gak bisa terus padahal limit masih ada jt malah gak bisa transaksi kok jadi buruk ginie sie aplikasi nya transaksi malah gak bisa masa melanggar ketentuan sie kacau nie solusi nya gmna pihak kredivo
Selalu terdepan,Selalu terdepan
"Sekian lama langganan sama kredivo , uda ga terasa uda mau 2 tahun, upgrade manual , akhirnya diterima kenaikan limit, semoga kredivo makin sukses n makin jaya.... Good",Sekian lama langganan sama kredivo uda ga terasa uda mau tahun  upgrade manual akhirnya diterima kenaikan limit  semoga kredivo makin sukses makin jaya Good
"Live chat masih saja bot, dikasih wa sama cs juga ga respon. Dikirim email juga ga respon. Cuma butuh detail transaksi, ketika transaksi di screenshot gabisa. Di bagian detail transaksi juga gajelas infonya. Ga ada jamnya. Akhirnya transaksi masih gantung sampe sekarang. Rugi dong",Live chat masih saja bot  dikasih wa sama cs juga ga respon  Dikirim email juga ga respon  Cuma butuh detail transaksi  ketika transaksi di screenshot gabisa  Di bagian detail transaksi juga gajelas infonya  Ga ada jamnya  Akhirnya transaksi masih gantung sampe sekarang  Rugi dong
baik,baik
"Baru pertama x pakai. Sudah lakukan pembayaran tepat waktu, bahkan ada yg blm JT. Tapi gabisa lakukan transaksi lagi karna alasan akun berkendala yg gabisa dikasi tau dari sananya katanya padahal udh gaada tagihan apa-apa. Buat apa saya bayar tepat waktu tapi malah gaada peningkatannya. AUTO UNINSTALL!!",Baru pertama pakai  Sudah lakukan pembayaran tepat waktu  bahkan ada yg blm JT  Tapi gabisa lakukan transaksi lagi karna alasan akun berkendala yg gabisa dikasi tau dari sananya katanya padahal udh gaada tagihan apa apa  Buat apa saya bayar tepat waktu tapi malah gaada peningkatannya  AUTO UNINSTALL
"Mau kasih bintang 5 tp aplikasi bermasalah. Baru pertama coba belanja di Alfa... Pake kode barcode, pas coba kode barcode gak muncul suruh restart pakai pin Uda di restart tetap gak muncul barcode. Batal transaksi nya ntah apa yg salah. Sudah mengikuti petunjuk penggunaan",Mau kasih bintang tp aplikasi bermasalah  Baru pertama coba belanja di Alfa Pake kode barcode  pas coba kode barcode gak muncul suruh restart pakai pin Uda di restart tetap gak muncul barcode  Batal transaksi nya ntah apa yg salah  Sudah mengikuti petunjuk penggunaan
Keren. Sdh lbh dr 3th gak pakai kredivo lagi. Sekarang balik pakai. Dan cepat sekali segala prosesnya. Pakai kredivo bantu bgt pembayaran apa saja,Keren  Sdh lbh dr  th gak pakai kredivo lagi  Sekarang balik pakai  Dan cepat sekali segala prosesnya  Pakai kredivo bantu bgt pembayaran apa saja
Aplikasi ga recomen udah lunas pembayaran ttep ngga bisa transaksi lagi...,Aplikasi ga recomen udah lunas pembayaran ttep ngga bisa transaksi lagi
Cepat transaksi nya,Cepat transaksi nya
"Saya tetap beri 5 bintang terima kasih kredivo sangat membantu kebutuhan sya walau hanya bisa beli token dan paket data Karna limitya hanya bisa buat beli pulsa, data dan token sja,karna sudah 3 Kali upgread masih saja sama limitnya,bulan ini upgrade yg untuk kesekian kalinya klo masih Sama saja limit nya maaf sya tidak mau mengunakan app kredivo lagi dan sya akan uninstall terima kasih.. 🙏",Saya tetap beri bintang terima kasih kredivo sangat membantu kebutuhan sya walau hanya bisa beli token dan paket data Karna limitya hanya bisa buat beli pulsa  data dan token sja karna sudah Kali upgread masih saja sama limitnya bulan ini upgrade yg untuk kesekian kalinya klo masih Sama saja limit nya maaf sya tidak mau mengunakan app kredivo lagi dan sya akan uninstall terima kasih 
"Aku turunkan bintangnya kam,sekian lama pakai kredivo TDK ada mslh,setelah pembayaran di tgl. 10 maret 2024 notifikasi dan riwayat transaksi saya banyak yang hilang.sudah coba cari jawaban tetapi responnya sangat lambat",Aku turunkan bintangnya kam sekian lama pakai kredivo TDK ada mslh setelah pembayaran di tgl maret notifikasi dan riwayat transaksi saya banyak yang hilang sudah coba cari jawaban tetapi responnya sangat lambat
"Saya sudah membayar pinjamannya dan status di bank transaksi berhasil, akan tetapi sudah 3 jam lebih, masih tetap sama (belum berhasil transaksi)",Saya sudah membayar pinjamannya dan status di bank transaksi berhasil  akan tetapi sudah jam lebih  masih tetap sama  belum berhasil transaksi
"Bagus selama pemakaian. Cuma kalau pinjam uang lumayan ya bunganya, tapi enaknya bisa buat dana darurat. Kalau buat beli pulsa atau sesuatu di shope bagus murah banget",Bagus selama pemakaian  Cuma kalau pinjam uang lumayan ya bunganya  tapi enaknya bisa buat dana darurat  Kalau buat beli pulsa atau sesuatu di shope bagus murah banget
"Ga jelas tiba2 akun diblokir, ga ada penjelasan juga. Percuma punya history kredit bagus kalau ujung2nya mau dipake transaksi gagal dan data diblokir permanen. Udah hubungin CS pun cuma bisa jawab ""melakukan transaksi yg mencurigakan"". Kalau menurut kalian transaksi di shopee atau blibli mencurigakan kenapa kalian kerjasama sama mereka? Udah bertahun2 pake kredivo baru sekarang kayak gini. Padahal udah nyaman, tapi kalau begini mending uninstal. Ga guna juga instal apk ini.",Ga jelas tiba  akun diblokir  ga ada penjelasan juga  Percuma punya history kredit bagus kalau ujung nya mau dipake transaksi gagal dan data diblokir permanen  Udah hubungin CS pun cuma bisa jawab  melakukan transaksi yg mencurigakan Kalau menurut kalian transaksi di shopee atau blibli mencurigakan kenapa kalian kerjasama sama mereka  Udah bertahun  pake kredivo baru sekarang kayak gini  Padahal udah nyaman  tapi kalau begini mending uninstal  Ga guna juga instal apk ini
"Sebenarnya bagus hanya saja skrg tdk bisa pinjam,pdhal bayar lebih awal 1 bulan sblm pelunasan, smga cepat di buat lebih mudah baginyang bayar lebih awal 1 bulan sebelum pelunasan,biar bisa pinjam lagi",Sebenarnya bagus hanya saja skrg tdk bisa pinjam pdhal bayar lebih awal bulan sblm pelunasan  smga cepat di buat lebih mudah baginyang bayar lebih awal bulan sebelum pelunasan biar bisa pinjam lagi
Terpercaya dan fast respon. Limit saya sdh di Premium. Kalau ga salah diatas 20 juta. Tapi kenapa saya mau ngambil cicilan hp kok malah ga bisa instalment. Padahal dulu2 ga susah. Malah sisa limit kredit di 21 juta. Tolong pihak kredivo diberi kemudahan lagi. Thank you dan sukses terus,Terpercaya dan fast respon  Limit saya sdh di Premium  Kalau ga salah diatas juta  Tapi kenapa saya mau ngambil cicilan hp kok malah ga bisa instalment  Padahal dulu  ga susah  Malah sisa limit kredit di juta  Tolong pihak kredivo diberi kemudahan lagi  Thank you dan sukses terus
Aplikasi yg sangat membantu,Aplikasi yg sangat membantu
Keren,Keren
apk no 1 di Indonesia,apk no di Indonesia
"Terimakasih Kredivo, Proses mudah & cepat, bunga rendah, cicilan bulanan. Semakin sukses Kredivo & semoga kedepan limit semakin besar. Saat ini masih menjadi yg terbaik 👍👍",Terimakasih Kredivo  Proses mudah & cepat  bunga rendah  cicilan bulanan  Semakin sukses Kredivo & semoga kedepan limit semakin besar  Saat ini masih menjadi yg terbaik 
Sudah membayar sesuai tanggal tapi tidak bisa melakukan transaksi lagi,Sudah membayar sesuai tanggal tapi tidak bisa melakukan transaksi lagi
"Terlalu susah di daftar untuk orang biasa,gax berguna ini aplikasi,terlalu kecewa sama ni aplikasi,seharus nya lebih mudah di guna kan walau pun limit nya kecil jadi gax terlalu kecewa.",Terlalu susah di daftar untuk orang biasa gax berguna ini aplikasi terlalu kecewa sama ni aplikasi seharus nya lebih mudah di guna kan walau pun limit nya kecil jadi gax terlalu kecewa
"Tapì kenapa sudah 6bulan pakai aplikasi ini mau upgrade akun ke aku basic malah ga bisa, mana limitnya cuman 100ribu Ga pernah naik dan pembayaran sebelum jatuh tempo saya sudah lunasin duluan. Mohon Dibantu Keluhan Saya🙏",Tap kenapa sudah  bulan pakai aplikasi ini mau upgrade akun ke aku basic malah ga bisa  mana limitnya cuman  ribu Ga pernah naik dan pembayaran sebelum jatuh tempo saya sudah lunasin duluan  Mohon Dibantu Keluhan Saya
"Aplikasi yg sangat buruk, setelah melakukan pelunasan cepat malah skor kredit nya menjadi D aneh,aplikasi ini tidak di sarankan untuk di dowload dari pada ntar kecewa pelayanan nya sangat buruk dan mengecewakan, tidak di sarankan untuk fi download.",Aplikasi yg sangat buruk  setelah melakukan pelunasan cepat malah skor kredit nya menjadi aneh aplikasi ini tidak di sarankan untuk di dowload dari pada ntar kecewa pelayanan nya sangat buruk dan mengecewakan  tidak di sarankan untuk fi download
"Pembayaran tidak pernah terlambat sekali pun,,,limit masih ada,,TPI tidak bisa digunakan samasekali,,top up pulsa tidak bisa,,top up dana sama aja....dgn alasan keamanan...payah",Pembayaran tidak pernah terlambat sekali pun limit masih ada  TPI tidak bisa digunakan samasekali  top up pulsa tidak bisa  top up dana sama aja dgn alasan keamanan payah
Tadinya bintang saya 5 seperti pinjaman saya yg sudah lancar pembayarannya namun Sekarang saya turunin ke 1 bintangnya. Habis udah nggak ada guna aplikasinya nggak bisa pake smua program yang di kasih padahal saya lancar,Tadinya bintang saya seperti pinjaman saya yg sudah lancar pembayarannya namun Sekarang saya turunin ke bintangnya  Habis udah nggak ada guna aplikasinya nggak bisa pake smua program yang di kasih padahal saya lancar
"Pertama2x memang sangat mudah di pergunakan, tetapi tidak tahu kalau ke depannya, karena kalau saya lihat dari komen2x dari yang lainnya, hampir semua komennya tidak puas. Bagaimana nih kredivo, apalagi jawaban balasannya selalu sama, tidak ada jawaban yang lain, sehingga customer bisa terpuaskan......",Pertama memang sangat mudah di pergunakan  tetapi tidak tahu kalau ke depannya  karena kalau saya lihat dari komen dari yang lainnya  hampir semua komennya tidak puas  Bagaimana nih kredivo  apalagi jawaban balasannya selalu sama  tidak ada jawaban yang lain  sehingga customer bisa terpuaskan
Sangat membantu sekali,Sangat membantu sekali
"Mohon maaf kredivo,sy nasabah anda sudah bertahun"",cuma untuk pengambil sekarang sy jd kecewa,pencairan sy tanggal 8,cicilan pertama jatuh tempo tanggal 8,kenapa sekarang jatuh temponya maju jd tanggal 7,sy kan pengajuan sesuai tanggal sy terima gaji bulanan ya itu tanggal 8,sy bayar dr dulu tidak pernah telat 1 hari pun,kenapa sistemnya jd seperti ini,jika sistemnya tetep seperti ini,sy akan stop pengambilan cicilan di kredivo terima kasih untuk selama ini telah membantu sy",Mohon maaf kredivo sy nasabah anda sudah bertahun  cuma untuk pengambil sekarang sy jd kecewa pencairan sy tanggal cicilan pertama jatuh tempo tanggal kenapa sekarang jatuh temponya maju jd tanggal sy kan pengajuan sesuai tanggal sy terima gaji bulanan ya itu tanggal sy bayar dr dulu tidak pernah telat hari pun kenapa sistemnya jd seperti ini jika sistemnya tetep seperti ini sy akan stop pengambilan cicilan di kredivo terima kasih untuk selama ini telah membantu sy
puas . tapi angsuran belom bisa 12 bln,puas tapi angsuran belom bisa bln
"Pemakaian dari 2021 sampe skrng... Skrng sudah dapat limit Rp.12.800.000 Alhamdulillah ga ada niat sedikitpun untuk mencacatkan nama. Karna suatu saat pasti butuh. Dan skrng juga masih dipake. Semoga dengan ulasan ini , saya mendapat limit yang lebih tinggi lagi , makasih",Pemakaian dari sampe skrng Skrng sudah dapat limit Rp Alhamdulillah ga ada niat sedikitpun untuk mencacatkan nama  Karna suatu saat pasti butuh  Dan skrng juga masih dipake  Semoga dengan ulasan ini saya mendapat limit yang lebih tinggi lagi makasih
"Saya rubah jadi bntang 1...limit 12 bulan sama 6 bulan ada tp ga bisa dipake dengan alasan keamanan akun padahal saya sendiri yg pakai, lg dibutuh kan malah kayak gini...ajuin pinjaman tunai ditolak dan harus nunggu 30 hari lagi...paraaah",Saya rubah jadi bntang limit bulan sama bulan ada tp ga bisa dipake dengan alasan keamanan akun padahal saya sendiri yg pakai  lg dibutuh kan malah kayak gini ajuin pinjaman tunai ditolak dan harus nunggu hari lagi parah
Kredivo buruk . Sudah 5 hari kerja belum di transfer. Di suruh buat mutasi malah di bilang tidak sesuai. Malah mempersulit harus ke bang dan tanyakan apakah ada uang yg masuk. Nyesel gua install aplikasi kredivo aplikasi bikin ribet bukan nya mempermudah malah mempersulit Pikir2 lagi di bilang berhasil duit tidak di kirim,Kredivo buruk Sudah hari kerja belum di transfer  Di suruh buat mutasi malah di bilang tidak sesuai  Malah mempersulit harus ke bang dan tanyakan apakah ada uang yg masuk  Nyesel gua install aplikasi kredivo aplikasi bikin ribet bukan nya mempermudah malah mempersulit Pikir  lagi di bilang berhasil duit tidak di kirim
Aplikasi jelek nyuruh transaksi terus di kredivo minta kenaikan limit gak di kasih mending gak usah blanja pake kredivo sekalian aplikasi gak guna,Aplikasi jelek nyuruh transaksi terus di kredivo minta kenaikan limit gak di kasih mending gak usah blanja pake kredivo sekalian aplikasi gak guna
Ga ribet simple,Ga ribet simple
"Kenapa kamu begini di saat lagi di butuhkan,, pinjaman tunai di tolak, belanja di tolak, sudah di bela belain ngangsur cicilan, sampai tagihan bulan April 2024 , apa harus saya lunas in dulu,? Baru bisa pakai lagi,,, kecewa saya dengan sistem kredivo bingung juga dengan sistem nya",Kenapa kamu begini di saat lagi di butuhkan pinjaman tunai di tolak  belanja di tolak  sudah di bela belain ngangsur cicilan  sampai tagihan bulan April apa harus saya lunas in dulu Baru bisa pakai lagi kecewa saya dengan sistem kredivo bingung juga dengan sistem nya
"Saya sudah kurang lebih 3tahun menggunakan KREDIVO setiap akan upgrade akun selalu tidak disetujui , menunggu 3hulan diajukan lagi tidak disetujui lagi begitu saja pelayanan nya sampai sekarang . Aneh tapi ini nyata ada di layanan KREDIVO . !!!!!!",Saya sudah kurang lebih  tahun menggunakan KREDIVO setiap akan upgrade akun selalu tidak disetujui menunggu  hulan diajukan lagi tidak disetujui lagi begitu saja pelayanan nya sampai sekarang Aneh tapi ini nyata ada di layanan KREDIVO
Limit gaj bisa dipake,Limit gaj bisa dipake
"Beneran bisa belanja pakai kredivo ngebarcode di Alfamart hihihi, tapi sayang aja ga ada opsi cicilan 3,6 bulan gitu, coba aja ada, yakin pasti mencengangkan banget wkwkwk. Ya,semoga aplikasi ini tetap eksis sampai kapan pun dan nasabah juga rekanannya makin banyak, makin lancar juga kredivo",Beneran bisa belanja pakai kredivo ngebarcode di Alfamart hihihi  tapi sayang aja ga ada opsi cicilan bulan gitu  coba aja ada  yakin pasti mencengangkan banget wkwkwk  Ya semoga aplikasi ini tetap eksis sampai kapan pun dan nasabah juga rekanannya makin banyak  makin lancar juga kredivo
Untuk saat ini pengajuan mudah meskipun nominalnya kecil tpi bunga lumayan rwndah dan tenornya juga bisa 3 bulan cukup membantu,Untuk saat ini pengajuan mudah meskipun nominalnya kecil tpi bunga lumayan rwndah dan tenornya juga bisa bulan cukup membantu
Tolong diperbaiki lagi semenjak update aplikasi error. kedip-kedip dan lag . jaringan lancar handphone memadai kalau untuk sekedar aplikasi kredivo doang. karna sebelumnya juga lancar. udah di hapus data/install ulang tetap aja begitu,Tolong diperbaiki lagi semenjak update aplikasi error  kedip kedip dan lag jaringan lancar handphone memadai kalau untuk sekedar aplikasi kredivo doang  karna sebelumnya juga lancar  udah di hapus data install ulang tetap aja begitu
pas di update jadi kurang enak.. lebih ribet pas mao bayar.. mana gbs langsung liat list cicilan.. enakan kemaren.. skrg kl mao tau jumlah cicilan kudu dibayar dulu ke briva trus br liat cicilan.. terlalu banyak transaksi.. coba dibikin simpel lagi dong,pas di update jadi kurang enak lebih ribet pas mao bayar mana gbs langsung liat list cicilan enakan kemaren skrg kl mao tau jumlah cicilan kudu dibayar dulu ke briva trus br liat cicilan terlalu banyak transaksi coba dibikin simpel lagi dong
Tingkatkan,Tingkatkan
"Saya sangat senang dengan kecepatan dan efisiensi dari aplikasi kredivo! Selain pengajuan limitnya yang sangat mudah dan cepat aplikasi ini juga hanya memerlukan atau membutuhkan informasi minimal dengan tingkat persetujuan yang sangat mengesankan, dananya juga bisa dicairkan hanya dalam beberapa menit saja, saya sangat merekomendasikan aplikasi kredivo kepada siapapun yang membutuhkan pinjaman",Saya sangat senang dengan kecepatan dan efisiensi dari aplikasi kredivo  Selain pengajuan limitnya yang sangat mudah dan cepat aplikasi ini juga hanya memerlukan atau membutuhkan informasi minimal dengan tingkat persetujuan yang sangat mengesankan  dananya juga bisa dicairkan hanya dalam beberapa menit saja  saya sangat merekomendasikan aplikasi kredivo kepada siapapun yang membutuhkan pinjaman
"Selamat Pagi, ko sekarang susah ya transaksi di kredivo. padahal riwayat pembayaran baik. sejauh ini belum dapat penjelasan yang jelas dan detail kenapa hal tersebut terjadi.",Selamat Pagi  ko sekarang susah ya transaksi di kredivo  padahal riwayat pembayaran baik  sejauh ini belum dapat penjelasan yang jelas dan detail kenapa hal tersebut terjadi
Proses cepat,Proses cepat
"Trima kasih kredivo akhirnya secara otomatis saya jadi akun premium ,sekarang saya dengan mudah mendapat pinjaman tunai, semoga kredivo sukses slalu,amanah untuk kebutuhan kita berbelanja👍",Trima kasih kredivo akhirnya secara otomatis saya jadi akun premium  sekarang saya dengan mudah mendapat pinjaman tunai  semoga kredivo sukses slalu amanah untuk kebutuhan kita berbelanja
Udah ngga jelas aplikasinya,Udah ngga jelas aplikasinya
saran buat kredivo .Kalau bisa jangan proses kliring soalnya pas lagi libur gini saya lagi butuh dana malah nunggu ga jelas disangka tadi transaksi berhasil malah nunggu lama banget sampai hari rabu dan akhirnya acara saya batal karena proses transfer yang belum beres.ditunggu hari rabu buat penyelesaian dana nya karena limit sudah dipotong transaksi berhasil tapi dana belum diterima karena prosesnya kliring jadi menghambat waktu saya.makasih moga ga ada kendala proses nya karena saya butuh dana,saran buat kredivo  Kalau bisa jangan proses kliring soalnya pas lagi libur gini saya lagi butuh dana malah nunggu ga jelas disangka tadi transaksi berhasil malah nunggu lama banget sampai hari rabu dan akhirnya acara saya batal karena proses transfer yang belum beres ditunggu hari rabu buat penyelesaian dana nya karena limit sudah dipotong transaksi berhasil tapi dana belum diterima karena prosesnya kliring jadi menghambat waktu saya makasih moga ga ada kendala proses nya karena saya butuh dana
Aplikasi ini sudah mulai curang. Transaksi menggunakan poin dibatalkan sepihak. Poinnya tidak dikembalikan..,Aplikasi ini sudah mulai curang  Transaksi menggunakan poin dibatalkan sepihak  Poinnya tidak dikembalikan
Pinjaman online terbaik,Pinjaman online terbaik
"Dua kali saya melakukan pembelian pulsa di kredivo tidak masuk, pemberitahuan ke email sudah di terima, pemberitahuan transaksi sukses di kredivo, limit di kredivo berkurang, tapi pulsa nggak masuk. Dan itu tetep harus saya bayar! Parah, kecewa!",Dua kali saya melakukan pembelian pulsa di kredivo tidak masuk  pemberitahuan ke email sudah di terima  pemberitahuan transaksi sukses di kredivo  limit di kredivo berkurang  tapi pulsa nggak masuk  Dan itu tetep harus saya bayar  Parah  kecewa
"Semakin tidak jelas pembayaran lancar limit tidak bisa di gunakan, jangan di pakai ya aplikasi ini sangat merugikan kita semua dan sekarang aplikasi kredivo sudah tidak sesuai dan yang pasti tidak membantu kita, jawaban yg selalu berbelit dari CS kredivo saat kita mengadukan kendala !",Semakin tidak jelas pembayaran lancar limit tidak bisa di gunakan  jangan di pakai ya aplikasi ini sangat merugikan kita semua dan sekarang aplikasi kredivo sudah tidak sesuai dan yang pasti tidak membantu kita  jawaban yg selalu berbelit dari CS kredivo saat kita mengadukan kendala
Knp sekarang akun saya di blokir permanen,Knp sekarang akun saya di blokir permanen
Tapi kok transaksi yg ke 2 di Alfamart ditolak...padahal sdh ada 7 hr dr transaksi 1..dan limitnya masih banyak,Tapi kok transaksi yg ke di Alfamart ditolak padahal sdh ada hr dr transaksi dan limitnya masih banyak
"Baru coba aplikasinya, lumayan mudah. bisa membuat pinjaman baru setelah yg lama lunas semua. Semoga kedepannya kredivo bisa lebih mudah fitur nya dan ada bank selain permata bank utk bertransaksi dengan merchant yg terdaftar di aplikasi kredivo.",Baru coba aplikasinya  lumayan mudah  bisa membuat pinjaman baru setelah yg lama lunas semua  Semoga kedepannya kredivo bisa lebih mudah fitur nya dan ada bank selain permata bank utk bertransaksi dengan merchant yg terdaftar di aplikasi kredivo
"Tidak pernah telat sebelumnya, pas jatuh tempo minta wakth dibayarkan besok krna sinyal bermasalah, tdk bs pake banking utk pembayaran dll. Langsung jalan denda 80ribuan. Belum 24jam telatnya. Parah",Tidak pernah telat sebelumnya  pas jatuh tempo minta wakth dibayarkan besok krna sinyal bermasalah  tdk bs pake banking utk pembayaran dll  Langsung jalan denda  ribuan  Belum  jam telatnya  Parah
"Saya mau buka akun kredivo saya, untuk bayar tagihan, tau""nya akun nya keluar dg sendiri nya. Mau akses kembali,saya lupa kata sandi nya, saat mau merubah kata sandinya tetap gak bisa pas berbagi link,dsitu pemberitahuan nya ""maaf link hanya dapat dibuka diaplikasi android"". Benar"" mengecewakan, padahal tagihan saya mash ada 2, bulan lagi,mau akses akun sya,sya lupa dg pin. Mempersulit kan nasabah betul lah.",Saya mau buka akun kredivo saya  untuk bayar tagihan  tau nya akun nya keluar dg sendiri nya  Mau akses kembali saya lupa kata sandi nya  saat mau merubah kata sandinya tetap gak bisa pas berbagi link dsitu pemberitahuan nya  maaf link hanya dapat dibuka diaplikasi android Benar  mengecewakan  padahal tagihan saya mash ada bulan lagi mau akses akun sya sya lupa dg pin  Mempersulit kan nasabah betul lah
"Sangat membantu, hanya ada 2 kendala saja, untuk kenaikan limit,, hanya beberapa% dan klau bisa potongan admin dihapus ya, tapi untuk sisanya transaksi aman dan cepat🙏",Sangat membantu  hanya ada kendala saja  untuk kenaikan limit hanya beberapa% dan klau bisa potongan admin dihapus ya  tapi untuk sisanya transaksi aman dan cepat
"Untuk pertama kali coba bagus aplikasinya terbukti limit bisa langsung di pakai buat belanja, bunganya rendah pula. Tapi sekarang limit yg masih ada malah susah di pakai ya padahal limit yg tersisa bisa di bilang masih banyak untuk pembayaran angsuran pun saya tepat waktu gk lewat jatuh tempo? Tolong di respon ya ka🙏🏻",Untuk pertama kali coba bagus aplikasinya terbukti limit bisa langsung di pakai buat belanja  bunganya rendah pula  Tapi sekarang limit yg masih ada malah susah di pakai ya padahal limit yg tersisa bisa di bilang masih banyak untuk pembayaran angsuran pun saya tepat waktu gk lewat jatuh tempo  Tolong di respon ya ka
"Gak berguna sama sekali.. tidak ada tagihan, limit tersedia. Bahkan kredit score B. tapi pada saat melakukan transaksi semuanya isu keamanan. TAIII",Gak berguna sama sekali tidak ada tagihan  limit tersedia  Bahkan kredit score tapi pada saat melakukan transaksi semuanya isu keamanan  TAI
kredivo Emang mantaap,kredivo Emang mantaap
"Apk Jelek, pelayanan sangat tidak bagus dan sangat mengecewakan. Sangat tidak memuaskan. Cukup sekali pake aja,,langsung uninstall 👎",Apk Jelek  pelayanan sangat tidak bagus dan sangat mengecewakan  Sangat tidak memuaskan  Cukup sekali pake aja  langsung uninstall 
"Ketika kita bayar, gak otomatis masuk. Ntah kenapa kok termasuk jelek sistemnya kredivo. Padahal yang xtrim kayak sp-pinjam dan adakami aja, langsung ada notif. Perlu perbaikan soal payback sistem nya. Update : Sekarang sudah lebih baik.",Ketika kita bayar  gak otomatis masuk  Ntah kenapa kok termasuk jelek sistemnya kredivo  Padahal yang xtrim kayak sp pinjam dan adakami aja  langsung ada notif  Perlu perbaikan soal payback sistem nya  Update Sekarang sudah lebih baik
👍..😀...😌...🌞, 
Dengan adanya apk kredivo sangat membantu skali untuk kbutuhan sehari2 dan memang bunga jga tdk trlalu besar. Cman sayang saya baru bisa ajukan paylater barang blm bisa ajukan pnjam uang. Sukses trus kredivo makasih.,Dengan adanya apk kredivo sangat membantu skali untuk kbutuhan sehari  dan memang bunga jga tdk trlalu besar  Cman sayang saya baru bisa ajukan paylater barang blm bisa ajukan pnjam uang  Sukses trus kredivo makasih
Luar biasa cepat,Luar biasa cepat
Jos,Jos
Tetap pertahankan kelancaran aplikasinya..,Tetap pertahankan kelancaran aplikasinya
Saya sudah menggunakan aplikasi ini selama 2 tahun Saya sangat kecewa dengan aplikasi ini padahal saya sudah membayar tagihan sebelum jatuh tempo juga tapi saya tidak bisa melakukan pinjaman lagi padahal credite score saya A tapi tidak bisa aplikasi ini sudah melanggar peraturan nya sendiri makin kesini makin ga jelas,Saya sudah menggunakan aplikasi ini selama tahun Saya sangat kecewa dengan aplikasi ini padahal saya sudah membayar tagihan sebelum jatuh tempo juga tapi saya tidak bisa melakukan pinjaman lagi padahal credite score saya tapi tidak bisa aplikasi ini sudah melanggar peraturan nya sendiri makin kesini makin ga jelas
"Terimakasih kredivo, pokonya apk ter worth it untuk bertransaksi bunganya rendah, dan banyak promo juga, sangat membantu dan memudahkan",Terimakasih kredivo  pokonya apk ter worth it untuk bertransaksi bunganya rendah  dan banyak promo juga  sangat membantu dan memudahkan
"Respon cepat, cuma limitnya segitu-gitu aja, untuk pengguna yang selalu bayar tepat waktu. Overall good, terimakasih sudah membantu dan mempermudah",Respon cepat  cuma limitnya segitu gitu aja  untuk pengguna yang selalu bayar tepat waktu  Overall good  terimakasih sudah membantu dan mempermudah
